访客类型,月份,产品相关页面访问持续时间,信息相关页面,用户相关页面,信息相关页面访问持续时间,退出率,跳出率,产品相关页面,网页价值,操作系统,周末,浏览器,用户页面访问持续时间,区域,流量类型,节假日,是否购买
Returning_Visitor,May,180.5,0,0,0,0.092142857,0.085714286,14,0,3,FALSE,2,0,1,13,0,0
Returning_Visitor,Feb,2.666666667,0,0,0,0.14,0.05,2,0,3,FALSE,2,0,2,4,0,0
Other,Nov,396.1666667,0,0,0,0.022222222,0,9,0,3,FALSE,2,0,8,13,0,0
Returning_Visitor,Nov,4836.486905,4,0,226,0.010714286,0.002380952,81,5.312300227,2,FALSE,2,0,1,2,0,1
Returning_Visitor,Oct,34.2,0,0,0,0.1,0.066666667,3,0,3,FALSE,2,0,5,13,0,0
Returning_Visitor,Mar,370.5,3,0,160.5,0.016666667,0,10,0,1,FALSE,1,0,7,10,0,0
Returning_Visitor,Nov,2139.156647,10,0,85.04,0.009414895,0,114,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Dec,1664.14881,8,3,111.5416667,0.021846847,0.002702703,68,6.693658292,2,FALSE,1,226,1,2,0,1
Returning_Visitor,Nov,1874.841667,6,1,191,0.010077519,0.009302326,37,0,2,FALSE,2,26.5,4,3,0,0
Returning_Visitor,Jul,204.6,0,0,0,0.02,0,10,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,May,687.5,0,0,0,0.033333333,0,13,0,2,FALSE,2,0,4,6,0.6,0
New_Visitor,Mar,3552.702381,9,0,204.0833333,0.007,0,63,19.95572297,1,FALSE,2,0,8,8,0,1
Returning_Visitor,May,574.3333333,2,0,566,0.015277778,0,11,34.26077778,1,FALSE,1,0,8,2,0.4,1
Returning_Visitor,May,760,0,0,0,0.115789474,0.084210526,18,0,2,FALSE,2,0,2,13,0.8,0
Returning_Visitor,Nov,886.57,2,0,38.04,0.030769231,0,8,0,1,FALSE,1,0,1,2,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,2,FALSE,4,0,3,3,0,0
Returning_Visitor,Oct,364.7,4,0,193.4,0.028571429,0,3,0,2,FALSE,2,0,4,4,0,0
Returning_Visitor,Nov,640.875,0,0,0,0.011111111,0,10,18.85445822,2,FALSE,2,0,1,2,0,1
Returning_Visitor,Dec,1843.187696,3,0,107.4285714,0.041993382,0.014385965,59,5.71562257,2,TRUE,2,0,7,7,0,0
Returning_Visitor,Dec,693.2541667,9,3,102.8666667,0.014705882,0,29,77.64914484,2,FALSE,10,339.5,1,2,0,1
Returning_Visitor,Mar,311.5,0,0,0,0.011764706,0,34,0,2,FALSE,2,0,4,1,0,0
Returning_Visitor,May,4339.534423,24,6,290.8603687,0.015263169,0.003939056,178,6.149343862,2,FALSE,2,529.7,3,4,0.4,0
Returning_Visitor,Dec,652.5,2,0,109,0.036363636,0,9,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Jul,1418.377619,3,1,121.4,0.080562169,0.05787037,36,0,2,TRUE,2,6,8,1,0,0
Returning_Visitor,Mar,181.3333333,0,0,0,0.055026455,0.02962963,9,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,702.125,1,0,19,0.018333333,0.01,21,0,2,FALSE,4,0,1,1,0,0
Returning_Visitor,Jul,48,2,3,36.2,0.057142857,0.057142857,4,0,1,TRUE,1,52,1,4,0,0
Returning_Visitor,Sep,1275.9,0,0,0,0.101587302,0.052380952,21,0,2,FALSE,4,0,5,1,0,0
Returning_Visitor,Dec,52.5,0,0,0,0.1,0.066666667,3,0,3,FALSE,2,0,3,3,0,0
Returning_Visitor,Nov,2016.115385,6,2,165.9487179,0.028841026,0.016,42,26.65415979,1,FALSE,1,114,3,2,0,0
Returning_Visitor,Mar,102,0,0,0,0.05,0,4,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Nov,603.25,3,0,32.5,0.014666667,0,24,14.57483754,4,FALSE,2,0,1,3,0,0
Returning_Visitor,Aug,147.7333333,11,4,361.6,0.055555556,0.057142857,12,0,3,FALSE,2,112.6,1,3,0,0
Returning_Visitor,Dec,2405.652778,6,0,146.4166667,0.032135417,0.009375,61,0,2,FALSE,1,0,1,2,0,1
Returning_Visitor,Nov,6367.506345,12,1,1098.5,0.030930013,0.016,115,0,1,FALSE,1,0,1,3,0,1
New_Visitor,May,394.5,3,0,296,0.005555556,0,9,28.39833333,2,TRUE,2,0,8,2,0,1
Returning_Visitor,May,1444.166667,0,0,0,0.026829268,0.009756098,41,0,2,FALSE,2,0,1,4,0,0
Returning_Visitor,Nov,1002.847222,1,0,153.5,0.00952381,0,20,41.13433129,2,FALSE,2,0,4,2,0,0
Returning_Visitor,May,1977.05,2,0,51.66666667,0.014912281,0.005263158,35,38.20357895,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Mar,176.8193627,8,3,57.0625,0.065189145,0.019444444,23,0,2,FALSE,2,172,1,1,0,0
Returning_Visitor,May,363.5,0,0,0,0.013043478,0,23,0,2,FALSE,2,0,2,1,0.8,0
Returning_Visitor,Dec,46.75,0,0,0,0.04,0,5,0,1,FALSE,1,0,3,3,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,7,13,0,0
Returning_Visitor,Mar,509.1214286,0,3,0,0.002222222,0.006666667,13,40.7932,3,TRUE,2,300,7,2,0,1
Returning_Visitor,May,278.9142857,1,0,19,0.04,0.007142857,16,0,1,TRUE,8,0,1,4,0,0
Returning_Visitor,Nov,436,0,0,0,0.022222222,0,9,0,2,FALSE,2,0,3,2,0,0
New_Visitor,Nov,529.75,1,0,21,0.009090909,0,23,57.3158913,1,FALSE,2,0,1,8,0,1
Returning_Visitor,May,1019.293939,5,1,118.7,0.05837037,0.049481481,41,0,3,TRUE,2,26,7,3,1,0
Returning_Visitor,May,59,0,0,0,0.1,0,2,0,2,FALSE,2,0,7,4,0,0
Returning_Visitor,Dec,583.0694444,2,0,31,0.01,0,20,0,4,FALSE,2,0,1,2,0,0
Returning_Visitor,Dec,4868,2,1,87.83333333,0.003174603,0,67,48.45370723,2,FALSE,2,113,5,2,0,1
Returning_Visitor,Mar,93,0,0,0,0.1,0,4,0,2,FALSE,2,0,9,6,0,0
New_Visitor,Sep,524.9692308,4,0,49.3,0.0125,0,12,0,2,FALSE,2,0,5,2,0,0
Returning_Visitor,Nov,857.1833333,0,0,0,0.017283951,0,27,0,2,FALSE,2,0,9,10,0,0
Returning_Visitor,May,1859.083333,4,4,120,0.018390805,0.010344828,52,17.24870115,2,FALSE,2,64,2,13,0,1
Returning_Visitor,Dec,97.5,0,0,0,0.016666667,0,6,0,1,FALSE,1,0,3,2,0,0
New_Visitor,June,806.65,6,4,360.9166667,0.015,0.01,17,0,2,TRUE,10,114.2,3,5,0,0
Returning_Visitor,Mar,600.5,0,0,0,0.005882353,0,17,0,2,FALSE,2,0,7,10,0,0
Returning_Visitor,Dec,1624.75,0,0,0,0.025515152,0.013636364,111,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,3993.135714,7,4,184.9333333,0.014539683,0.006,70,32.09724943,3,TRUE,2,277.5,1,2,0,1
New_Visitor,May,131,3,0,109,0.028571429,0,6,0,1,FALSE,1,0,7,3,0,0
Returning_Visitor,Sep,867.9915152,4,0,190.5,0.019354839,0.012903226,29,0,3,FALSE,2,0,3,4,0,0
Returning_Visitor,Jul,437.4,2,0,40.9,0.027272727,0.018181818,9,0,3,TRUE,2,0,1,5,0,0
Returning_Visitor,Nov,1900.675,0,0,0,0.009574468,0.008510638,48,0,1,TRUE,1,0,3,10,0,1
Returning_Visitor,May,2755.336111,9,1,128.5714286,0.012821256,0.0028125,75,8.569134167,4,TRUE,2,10.66666667,6,13,0,0
Returning_Visitor,Nov,2974.734799,3,4,83,0.02044187,0.005165165,106,19.03391341,2,FALSE,2,220.25,7,2,0,1
Returning_Visitor,Mar,24,3,0,147,0.02,0,3,0,3,FALSE,2,0,7,1,0,0
Returning_Visitor,Nov,1773.375,1,0,75,0.030392157,0.011764706,19,28.11635484,2,FALSE,2,0,1,13,0,1
Returning_Visitor,Nov,1698,3,1,48,0.005714286,0.005714286,35,93.52994426,4,TRUE,1,58.5,1,2,0,1
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,6,10,0,0
Returning_Visitor,June,0,0,0,0,0.2,0.2,2,0,1,FALSE,1,0,3,2,0,0
Returning_Visitor,Jul,619.48,3,0,285.2,0.034615385,0.007692308,23,8.342755887,2,FALSE,4,0,2,4,0,0
Returning_Visitor,June,1413.768571,0,0,0,0.038472222,0.025,20,0,1,TRUE,2,0,3,1,0,0
Returning_Visitor,Mar,643,2,0,38,0.013333333,0,14,35.0928,2,FALSE,2,0,5,1,0,1
Returning_Visitor,May,1547.5,0,0,0,0.007407407,0,27,0,4,FALSE,2,0,2,2,0,0
Returning_Visitor,May,1903.666667,2,0,7.5,0.019546851,0.008064516,63,0,1,FALSE,2,0,2,4,0.4,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,2,FALSE,5,0,5,1,0,0
Returning_Visitor,Nov,654.875,0,0,0,0.042857143,0.028571429,14,0,2,FALSE,2,0,1,13,0,0
Returning_Visitor,May,884.3357143,1,0,3,0.014389234,0.001086957,45,18.12446087,2,FALSE,2,0,1,4,0,0
Returning_Visitor,Nov,473.1666667,3,0,30.75,0.0225,0.013333333,17,0,1,FALSE,2,0,3,3,0,0
Returning_Visitor,May,25,0,0,0,0.1,0,4,0,2,FALSE,2,0,3,3,0,0
Returning_Visitor,May,197,0,0,0,0.06,0,5,0,2,TRUE,2,0,7,3,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,2,1,0,0
New_Visitor,Nov,495,1,0,18,0.005,0,22,0,2,FALSE,5,0,6,2,0,0
Returning_Visitor,Dec,1547.625,6,0,169.7916667,0.013157895,0,32,23.53105656,2,FALSE,2,0,1,1,0,0
New_Visitor,Dec,44.5,4,0,152,0.02,0,2,0,1,FALSE,1,0,2,2,0,0
Returning_Visitor,Mar,229.75,2,0,66,0.031578947,0.021052632,18,0,4,FALSE,2,0,1,3,0,0
Returning_Visitor,Jul,310.3355556,4,0,100.0666667,0.000480769,0,30,28.52395644,2,TRUE,2,0,5,2,0,1
Returning_Visitor,May,11,2,0,7,0.033333333,0,3,0,4,FALSE,5,0,1,4,0,0
Returning_Visitor,Mar,789.35,4,1,224,0.002721088,0,20,0,1,FALSE,2,32,4,2,0,0
Returning_Visitor,Dec,1297.25,0,1,0,0.064285714,0.028571429,13,0,1,TRUE,8,0,3,1,0,0
Returning_Visitor,Dec,2239.363889,0,0,0,0.035454545,0.02,42,0,3,FALSE,2,0,7,2,0,0
New_Visitor,Dec,26.5,3,0,224.5,0.033333333,0,1,0,3,TRUE,2,0,2,6,0,0
New_Visitor,Dec,238.6666667,0,0,0,0.003846154,0,14,0,2,FALSE,2,0,5,2,0,0
Returning_Visitor,Nov,3815.166667,5,0,62,0.026200717,0,30,0,2,FALSE,2,0,4,2,0,0
Returning_Visitor,Nov,708.25,3,0,289,0.025,0,5,0,3,FALSE,3,0,1,10,0,0
Returning_Visitor,May,385,1,0,21,0.02,0,11,0,2,FALSE,2,0,3,2,0.6,0
Returning_Visitor,Nov,555.625,0,0,0,0.054545455,0.018181818,11,0,2,FALSE,2,0,1,3,0,0
Returning_Visitor,Nov,183.625,0,0,0,0.027777778,0.016666667,12,0,3,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,293.4166667,1,0,0,0.013461538,0,25,0,3,TRUE,2,0,3,10,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,2,FALSE,5,0,1,3,0,0
Returning_Visitor,Nov,1689.708333,2,0,26,0.0295,0.0125,38,0,2,FALSE,2,0,1,13,0,0
Returning_Visitor,May,6254.420122,15,7,161.764411,0.036927442,0.028065242,104,3.431210317,3,TRUE,2,227.25,1,2,0,0
Returning_Visitor,May,70,0,0,0,0.028571429,0,7,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,161.55,3,0,34,0.018518519,0,17,0,2,TRUE,2,0,5,2,0,0
Returning_Visitor,June,5962.205556,11,4,369.8333333,0.015283019,0.005345912,150,0,2,FALSE,2,109.8,5,2,0,0
Returning_Visitor,May,183.8333333,0,0,0,0.073333333,0.066666667,15,0,3,FALSE,2,0,1,3,0.8,0
Returning_Visitor,May,428.45,0,0,0,0.012878788,0.004545455,22,20.88818182,3,TRUE,2,0,1,2,1,1
Returning_Visitor,May,2041.083333,4,0,173.25,0.055,0.04,16,0,3,FALSE,2,0,6,3,0,0
Returning_Visitor,Mar,83,0,0,0,0.095238095,0.057142857,8,0,1,FALSE,2,0,2,1,0,0
Returning_Visitor,May,3,0,0,0,0.15,0.1,2,0,2,FALSE,2,0,4,13,0,0
Returning_Visitor,May,566.7272727,0,0,0,0.052318841,0.026086957,24,0,3,FALSE,2,0,2,13,0.8,0
Other,Dec,0,0,0,0,0.2,0.2,1,0,8,FALSE,13,0,9,20,0,0
Returning_Visitor,Dec,5276.227193,1,2,5,0.033933258,0.011548556,126,0,2,TRUE,2,17,9,1,0,0
Returning_Visitor,Mar,148.25,2,1,17,0.022,0.02,9,0,3,FALSE,2,105,1,1,0,0
Returning_Visitor,Jul,647.518523,3,1,62.9,0.010437463,0,30,13.73292849,2,TRUE,2,0,3,1,0,1
Returning_Visitor,Nov,1118.987027,3,2,223.3333333,0.018958927,0.003252033,37,0,2,TRUE,2,19.75,1,2,0,0
Returning_Visitor,Mar,251.6666667,0,0,0,0.011428571,0.028571429,7,0,3,TRUE,2,0,1,6,0,0
Returning_Visitor,Nov,99,0,0,0,0.04,0,5,0,2,FALSE,4,0,1,3,0,0
Returning_Visitor,Dec,22,0,0,0,0.1,0,2,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Nov,1426.583333,3,0,136,0.020731707,0,39,3.941736143,2,FALSE,2,0,4,2,0,0
Returning_Visitor,Aug,1941.066667,9,0,233.6224044,0.02917153,0.01255814,35,0,3,FALSE,2,0,7,2,0,0
Returning_Visitor,Nov,267.7333333,0,0,0,0.040606061,0.022857143,15,0,3,TRUE,2,0,3,11,0,0
Returning_Visitor,May,0,0,0,0,0.1,0,1,0,2,TRUE,2,0,3,18,0,0
Returning_Visitor,Nov,1422.909324,5,0,71,0.018891527,0.005263158,57,13.55041394,2,FALSE,4,0,4,2,0,1
New_Visitor,Oct,191.15,2,0,167.4,0.02,0,8,0,1,FALSE,1,0,6,2,0,0
Returning_Visitor,Mar,221.7142857,0,0,0,0.060714286,0.028571429,7,0,3,FALSE,3,0,1,3,0,0
Returning_Visitor,Nov,898.7583333,0,0,0,0.014583333,0.00625,16,0,1,FALSE,1,0,1,1,0,1
New_Visitor,May,488,0,1,0,0.018181818,0,11,0,2,FALSE,2,0,6,3,0,0
Returning_Visitor,May,1192.5,8,4,157,0.033760684,0.015151515,24,5.689554113,2,FALSE,2,60,1,7,0,0
Returning_Visitor,May,2663.82381,9,2,177,0.025918367,0.008163265,88,5.479532313,4,FALSE,2,500,8,4,0.6,0
Returning_Visitor,May,258.0833333,7,0,374.3690476,0.052525253,0.004545455,5,0,3,FALSE,2,0,3,1,0,0
Returning_Visitor,Nov,2073.383333,4,2,140.75,0.016666667,0,16,0,3,FALSE,2,8,3,2,0,0
Returning_Visitor,Dec,4403.382777,0,0,0,0.011552302,0.002941176,87,0,2,FALSE,2,0,6,2,0,0
Returning_Visitor,Nov,783.375,0,0,0,0.004166667,0,24,15.75636267,1,FALSE,1,0,4,3,0,1
Returning_Visitor,Nov,339,0,0,0,0.033333333,0,6,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,Nov,8147.111565,13,1,140.55,0.050691712,0.011111111,149,0,2,FALSE,2,24.7,3,2,0,0
Returning_Visitor,Jul,1535.666667,3,0,35.2,0.014184397,0.012765957,44,17.21022568,1,FALSE,1,0,1,3,0,0
New_Visitor,Dec,914.3333333,1,0,57.5,0.008695652,0,23,23.18305163,4,TRUE,5,0,1,8,0,1
Returning_Visitor,Aug,526.5,1,0,159.2,0.009090909,0,21,0,3,TRUE,2,0,1,1,0,0
Returning_Visitor,Sep,50.2,0,0,0,0.066666667,0,3,0,2,FALSE,2,0,1,13,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,2,0,3,FALSE,2,0,1,13,0.8,0
Returning_Visitor,May,5,1,0,22,0.066666667,0,2,0,2,FALSE,2,0,3,4,0,0
New_Visitor,Aug,166.7062706,3,0,36.2,0.014705882,0,16,0,2,FALSE,2,0,6,5,0,0
Returning_Visitor,May,0,1,0,20,0.066666667,0,0,0,3,FALSE,2,0,1,4,0,0
New_Visitor,Aug,636.7,0,0,0,0,0,47,0,2,FALSE,4,0,1,2,0,0
Returning_Visitor,Mar,192.1666667,1,0,0,0.025,0,8,0,1,TRUE,1,0,9,9,0,0
Returning_Visitor,Dec,11,0,0,0,0.188888889,0.088888889,2,0,2,TRUE,2,0,2,2,0,0
New_Visitor,Mar,72.33333333,2,0,47.66666667,0.014285714,0,5,0,1,FALSE,1,0,8,2,0,0
Returning_Visitor,Dec,597.25,0,0,0,0.02,0,20,0,2,FALSE,2,0,1,13,0,0
Returning_Visitor,Nov,2565.797222,8,3,121.425,0.012071651,0.001869159,100,0,2,TRUE,2,273.5,7,13,0,0
Returning_Visitor,May,21,0,0,0,0.15,0.1,4,0,2,FALSE,2,0,1,3,0.6,0
Returning_Visitor,May,1203.083333,5,1,43.75,0.101042228,0.066226415,46,0,2,FALSE,2,4,1,6,0.4,0
Returning_Visitor,Dec,916,5,0,107.125,0.002857143,0,34,0,2,FALSE,2,0,2,1,0,0
New_Visitor,Nov,542.9333333,0,0,0,0.009259259,0,18,0,3,FALSE,2,0,1,11,0,0
New_Visitor,Dec,1130.92619,0,0,0,0.015447154,0,41,0,2,FALSE,2,0,8,2,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,1,13,0.4,0
Other,June,9630.209524,0,4,0,0.066158871,0.053355457,222,0,8,FALSE,13,225.7666667,9,5,0,0
New_Visitor,May,246.7916667,7,2,133.1666667,0.008333333,0,10,0,2,FALSE,2,80,1,3,0,0
Returning_Visitor,May,270.2142857,0,0,0,0.0375,0,6,0,3,FALSE,2,0,9,2,0,0
New_Visitor,Aug,62.4,0,0,0,0.05,0,3,23.79060609,1,FALSE,1,0,8,3,0,1
New_Visitor,Nov,573.75,0,0,0,0.018181818,0,22,0,3,FALSE,2,0,8,2,0,0
Returning_Visitor,Sep,528.25,0,0,0,0.005263158,0,19,0,2,FALSE,2,0,5,2,0,0
Returning_Visitor,May,204.1666667,1,0,30,0.048412698,0.028571429,21,0,3,TRUE,2,0,8,4,0,0
Returning_Visitor,May,178.8333333,0,0,0,0.038461538,0,13,0,2,FALSE,2,0,1,2,0.6,0
Returning_Visitor,Sep,1226.1,5,0,147.4,0.037301587,0.022222222,12,5.034409251,3,FALSE,2,0,2,1,0,1
New_Visitor,Nov,5969.573168,9,0,65.16666667,0.013923077,0.001538462,123,10.69237969,2,FALSE,1,0,1,2,0,1
Returning_Visitor,Dec,1859.382937,5,5,173.5416667,0.009090909,0.004545455,38,0,3,TRUE,2,109.75,8,10,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,7,13,0,0
New_Visitor,May,669.9166667,3,0,90.51111111,0.002777778,0,24,0,2,FALSE,2,0,4,3,0,0
Returning_Visitor,Nov,146.375,0,0,0,0.0875,0.075,9,0,3,FALSE,2,0,1,13,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,2,0,1,FALSE,1,0,4,1,0,0
Returning_Visitor,Nov,661.1388889,0,2,0,0.027083333,0.00625,30,0,2,FALSE,2,199,3,10,0,1
Returning_Visitor,Mar,212.8,0,0,0,0.042857143,0.019047619,15,0,1,FALSE,1,0,3,1,0,0
Returning_Visitor,May,134,0,0,0,0.094444444,0.066666667,6,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,Mar,640.6666667,0,0,0,0.011111111,0,9,0,3,TRUE,2,0,7,1,0,0
Returning_Visitor,May,462,1,1,24,0.014285714,0,13,23.13,2,FALSE,2,72,1,2,0,1
Returning_Visitor,Mar,3410.875,4,0,1347.75,0.09,0.019871795,22,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,May,109,0,0,0,0.033333333,0,3,0,3,TRUE,2,0,4,4,0,0
Returning_Visitor,Oct,504.0833333,0,0,0,0.035294118,0.023529412,17,36.07906944,1,FALSE,1,0,9,3,0,1
Returning_Visitor,Mar,898.5,2,0,33,0.013333333,0,28,0,2,FALSE,10,0,6,10,0,0
Returning_Visitor,Nov,4054.755952,1,1,42.5,0.010097087,0.003883495,104,141.4590538,2,FALSE,2,12.83333333,1,2,0,1
Returning_Visitor,Dec,2107.583333,0,0,0,0.03287037,0.014814815,36,0,3,FALSE,2,0,1,2,0,0
Returning_Visitor,Aug,230.5666667,0,0,0,0.023958333,0,16,0,2,FALSE,2,0,3,4,0,0
Returning_Visitor,Mar,341.6666667,0,0,0,0.041176471,0.011764706,17,0,2,FALSE,6,0,9,6,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,4,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Mar,281.547619,0,0,0,0.017307692,0.003846154,13,0,1,TRUE,1,0,2,2,0,0
Returning_Visitor,May,821.1666667,1,1,30,0.049475963,0.021052632,38,0,3,FALSE,2,0,3,4,0.8,0
Returning_Visitor,Nov,1494.25,6,0,31,0.031449275,0.020289855,17,0,1,FALSE,1,0,3,7,0,0
Returning_Visitor,Nov,27.375,2,2,17,0.088888889,0.038888889,8,0,2,FALSE,2,1231,1,11,0,0
Other,Dec,166,0,0,0,0.05,0,2,0,8,FALSE,13,0,9,20,0,0
Returning_Visitor,Mar,4163.797619,10,4,382.8333333,0.010912698,0.000297619,72,12.0921619,2,FALSE,2,319.3,6,2,0,1
Returning_Visitor,Nov,145.04,0,0,0,0.023333333,0,10,0,4,FALSE,2,0,4,1,0,0
Returning_Visitor,Dec,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,8,1,0,0
Returning_Visitor,Nov,205.5,0,0,0,0.004444444,0,9,0,8,FALSE,1,0,1,3,0,0
Returning_Visitor,May,569.1666667,1,0,29.5,0.01957672,0,29,12.455,2,FALSE,2,0,3,2,0,1
Returning_Visitor,May,272,0,0,0,0.016666667,0,11,0,2,FALSE,2,0,4,4,0.8,0
Returning_Visitor,Nov,1145.416667,0,0,0,0.048484848,0.009090909,12,0,3,TRUE,2,0,8,10,0,0
Returning_Visitor,May,611,0,0,0,0.06,0.02,10,0,2,FALSE,4,0,3,1,0.8,0
Returning_Visitor,May,350.8333333,0,0,0,0.030769231,0,13,0,3,FALSE,2,0,9,13,0.6,0
Returning_Visitor,Dec,1686.354994,0,1,0,0.033747213,0.020408163,48,0,3,TRUE,2,20,1,10,0,0
Returning_Visitor,Dec,756.8611111,0,0,0,0.067857143,0.035714286,28,0,2,FALSE,2,0,4,1,0,0
New_Visitor,June,1606.45,0,0,0,0.004761905,0,43,18.51505467,4,FALSE,1,0,1,2,0,1
Returning_Visitor,Dec,1202.875,1,0,47.5,0.025454545,0,10,0,1,FALSE,1,0,8,3,0,0
Returning_Visitor,May,436.6,0,0,0,0.082692308,0.002564103,13,0,1,FALSE,6,0,1,4,0.6,0
Returning_Visitor,May,1527.166667,9,0,216.75,0.032765957,0.012765957,44,0,2,TRUE,2,0,8,6,0,0
New_Visitor,Oct,93.9,1,1,150.2,0.005555556,0,7,0,1,TRUE,2,31.7,3,2,0,0
New_Visitor,Dec,2375.083333,4,3,190.5,0.011111111,0,30,34.79013586,2,FALSE,2,575,3,2,0,1
New_Visitor,Mar,1298,4,0,70.5,0.018666667,0,20,40.76128,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Nov,95,0,0,0,0.133333333,0.066666667,3,0,1,FALSE,1,0,9,3,0,0
Returning_Visitor,May,534.9166667,0,0,0,0.02125,0,16,0,2,FALSE,2,0,7,3,0,0
New_Visitor,Jul,318.5333333,0,2,0,0.014285714,0,12,0,1,FALSE,1,53,2,4,0,0
Returning_Visitor,Sep,987.1190476,3,0,67.2,0.012244898,0.004081633,46,22.25592956,2,FALSE,2,0,8,4,0,1
Returning_Visitor,May,14,0,0,0,0.16,0.12,5,0,2,FALSE,4,0,2,3,0.6,0
New_Visitor,May,96,7,0,145,0.013333333,0,7,0,2,FALSE,2,0,1,4,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,2,FALSE,5,0,7,3,0,0
Returning_Visitor,May,321.5,0,0,0,0.125,0.075,8,0,2,FALSE,4,0,9,3,0.6,0
New_Visitor,Oct,183.8,2,0,67.6,0.02,0,8,0,1,FALSE,1,0,1,5,0,0
Returning_Visitor,Jul,2660.283333,7,0,115.7272727,0.055782313,0.030612245,43,0,2,FALSE,2,0,2,13,0,0
Returning_Visitor,Nov,602.9166667,1,0,17,0.0425,0.026666667,21,0,3,FALSE,2,0,1,13,0,0
Returning_Visitor,May,385.5,0,0,0,0.106206897,0.087356322,28,0,3,FALSE,2,0,5,3,0.8,0
Returning_Visitor,Mar,186.5,0,0,0,0.025,0,8,0,2,TRUE,2,0,3,3,0,0
New_Visitor,Oct,106.3,5,1,52.46666667,0.02,0,6,0,2,TRUE,2,34.8,3,2,0,0
Returning_Visitor,Sep,73.1,0,0,0,0.02,0,5,0,1,FALSE,1,0,1,4,0,0
Returning_Visitor,Nov,2026.633333,5,0,168.2,0.039,0.008333333,15,0,3,FALSE,2,0,7,13,0,1
Returning_Visitor,Nov,1017.576667,5,1,178.92,0.011842105,0.013157895,33,0,3,FALSE,2,6,1,3,0,0
Returning_Visitor,Nov,445.625,0,0,0,0.030322581,0.019354839,31,0,2,FALSE,2,0,2,3,0,0
Returning_Visitor,Mar,8,0,0,0,0.133333333,0.066666667,3,0,2,FALSE,4,0,1,3,0,0
New_Visitor,Nov,180.4166667,4,0,106,0.025,0,6,0,3,FALSE,6,0,3,2,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,2,FALSE,6,0,1,2,0,0
Returning_Visitor,Nov,2668.725046,1,2,79,0.020907736,0.002138405,137,0,2,FALSE,2,255,1,2,0,0
Returning_Visitor,May,536.0357143,2,1,29,0.003571429,0,14,0,2,FALSE,2,113,3,2,0,0
Returning_Visitor,May,706.9837662,9,2,169.5,0.023761905,0.005714286,31,0,1,FALSE,1,724,1,1,0,0
New_Visitor,Nov,658.75,3,0,112.75,0.011111111,0,15,0,3,FALSE,2,0,6,2,0,0
New_Visitor,May,877.5,4,0,309,0.007407407,0,27,44.47733333,1,FALSE,1,0,1,4,0,1
Returning_Visitor,Sep,0,0,0,0,0.2,0.2,1,0,2,TRUE,2,0,6,1,0,0
Returning_Visitor,May,4115.233333,0,0,0,0.018421053,0.003508772,57,0,2,FALSE,2,0,3,13,0,0
Returning_Visitor,Dec,1361.780952,6,0,77.5,0.014003044,0,71,0,2,FALSE,2,0,9,2,0,0
Returning_Visitor,May,173,4,0,47,0.0375,0.0125,6,0,1,FALSE,2,0,2,2,0,0
Returning_Visitor,Mar,103.6666667,0,2,0,0.061818182,0.018181818,9,0,3,FALSE,2,90,1,1,0,0
Returning_Visitor,Mar,397,0,0,0,0.02,0,30,0,2,FALSE,2,0,7,2,0,0
Returning_Visitor,May,1189.333333,0,0,0,0.031182796,0,31,0,2,FALSE,2,0,2,4,0,0
Returning_Visitor,Mar,392,0,0,0,0.052631579,0.021052632,19,0,2,TRUE,2,0,5,1,0,0
Returning_Visitor,June,1066.393635,0,1,0,0.034950263,0.000209249,58,0,3,FALSE,2,68.5,3,6,0,0
